School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Sikeston,23.87,10.4,34.27,1,19,1
Duchesne,16.06,15.75,31.81,5,6,2
Lafayette (St. Joseph),14.01,17.03,31.03,10,4,3
Hillcrest,14.77,15.27,30.05,9,8,4
Center,15.61,11.83,27.43,7,16,5
Mexico,10.92,15.99,26.91,18,5,6
Republic,6.12,20.28,26.4,33,1,7
Liberty North,7.94,18.34,26.28,29,3,8
Normandy Collaborative,11.7,14.14,25.84,16,9,9
Kennett,23.29,1.45,24.74,2,58,10
Miller Career Academy,8.13,15.62,23.75,27,7,11
St. Charles,13.74,9.34,23.08,11,23,12
St. Francis Borgia,7.5,14.07,21.57,31,10,13
Raytown South,15.45,6.08,21.53,8,29,14
Central (Cape Girardeau),9.54,11.46,21.0,23,18,15
Notre Dame (Cape Girardeau),10.85,9.65,20.51,19,22,16
Jennings,19.06,0.46,19.52,3,61,17
Grandview,15.96,3.14,19.09,6,44,18
St. Charles West,6.85,12.2,19.05,32,13,19
Westminster Christian Academy,16.45,2.36,18.81,4,51,20
St. Dominic,-0.71,19.28,18.57,60,2,21
MICDS,3.51,13.18,16.69,41,12,22
Oak Grove,4.69,11.62,16.31,37,17,23
Gateway,13.68,1.88,15.57,12,54,24
Pleasant Hill,12.26,3.21,15.47,15,43,25
Lincoln College Prep,8.72,5.9,14.62,26,32,26
East (Kansas City),11.63,2.86,14.49,17,46,27
Clayton,12.77,1.67,14.45,14,56,28
Soldan International Studies,3.68,10.3,13.98,40,20,29
Pacific,-0.18,13.91,13.73,57,11,30
Helias Catholic,3.19,9.96,13.15,44,21,31
Logan-Rogersville,5.7,7.35,13.05,35,28,32
Northeast (Kansas City),7.66,5.26,12.92,30,37,33
Harrisonville,5.18,7.72,12.9,36,25,34
Moberly,0.92,11.91,12.83,51,15,35
Lutheran South,10.56,1.57,12.12,20,57,36
Farmington,9.27,2.69,11.96,25,47,37
Bayless,-0.23,11.93,11.71,58,14,38
Webb City,2.7,7.4,10.1,46,27,39
Marshfield,9.69,0.32,10.0,22,62,40
Bolivar,3.25,5.8,9.06,43,33,41
Nevada,6.11,2.24,8.34,34,52,42
Central (Park Hills),10.25,-2.18,8.08,21,73,43
University City,9.53,-2.01,7.53,24,72,44
Excelsior Springs,3.32,3.55,6.86,42,42,45
St. Clair,3.02,3.57,6.6,45,41,46
Odessa,-2.65,8.92,6.27,65,24,47
Kirksville,0.86,5.18,6.04,53,38,48
Carthage,4.68,0.6,5.28,38,60,49
Carl Junction,8.05,-2.95,5.1,28,74,50
Warrensburg,-1.45,5.53,4.08,61,35,51
Marshall,1.43,2.46,3.89,50,50,52
Bishop DuBourg,-2.59,6.0,3.42,64,31,53
Hillsboro,2.06,1.17,3.23,48,59,54
Chillicothe,-2.52,5.66,3.14,63,34,55
Festus,0.34,2.57,2.91,54,48,56
Grain Valley,-3.3,6.04,2.74,67,30,57
Affton,13.32,-10.91,2.41,13,89,58
Eldon,0.1,1.71,1.81,56,55,59
Hannibal,2.47,-0.81,1.66,47,67,60
Southwest Early College,2.06,-0.51,1.55,49,66,61
Reeds Spring,-6.72,7.55,0.83,80,26,62
Savannah,-2.26,2.88,0.62,62,45,63
Pembroke Hill,-5.17,5.09,-0.08,74,39,64
Priory,-5.0,4.52,-0.48,73,40,65
DeSoto,-0.42,-0.42,-0.84,59,65,66
West Plains,3.73,-4.95,-1.22,39,81,67
Dexter,-8.1,5.46,-2.65,83,36,68
McCluer South-Berkeley,0.89,-3.87,-2.97,52,79,69
Fredericktown,-6.63,2.53,-4.1,78,49,70
Ste. Genevieve,-3.76,-0.97,-4.73,69,68,71
Warrenton,-3.78,-1.86,-5.65,70,71,72
Windsor (Imperial),-2.69,-3.76,-6.45,66,78,73
Clinton,-5.58,-1.27,-6.85,75,69,74
Platte County,0.29,-7.48,-7.19,55,86,75
Benton,-6.87,-0.32,-7.19,81,64,76
Perryville,-4.77,-3.05,-7.82,72,76,77
Fulton,-6.53,-1.58,-8.12,77,70,78
Aurora,-3.52,-5.87,-9.38,68,84,79
Roosevelt,-6.44,-5.41,-11.86,76,83,80
Smithville,-15.59,2.05,-13.54,90,53,81
Salem,-6.64,-8.01,-14.64,79,87,82
Potosi,-11.23,-3.59,-14.82,87,77,83
Monett,-9.96,-5.0,-14.96,86,82,84
Cassville,-7.81,-7.34,-15.15,82,85,85
Confluence Prep Academy Charter,-11.48,-4.06,-15.54,88,80,86
North County,-4.2,-11.66,-15.87,71,90,87
Union,-8.43,-8.1,-16.52,85,88,88
McDonald County,-13.56,-3.04,-16.6,89,75,89
Owensville,-18.45,0.07,-18.38,91,63,90
Buffalo,-8.37,-11.75,-20.12,84,91,91
